id,keyword,Name,Address,city,postal,state,country,region,website link,website short,contact,featured,bar,food,lessons,leagues,24hrs,bays,Notes,details_desc,facility_img,facility_img2,facility_img3,facility_img4,map_link,active,facility_slug,rating,reviews,,,,,,,,
https://www.google.ca/maps/place/Mill+Run+Simulator+Lounge/data=!4m7!3m6!1s0x89d5317ecc4685bf:0x6e954df287d8fc57!8m2!3d44.0779616!4d-79.2226838!16s%2Fg%2F11vs4y_w3k!19sChIJv4VGzH4x1YkRV_zYh_JNlW4?authuser=0&hl=en&rclk=1,Indoor golf course,Mill Run Simulator Lounge,269 Durham Regional Rd 8,,,,Indoor golf course,·,,269 Durham Regional Rd 8,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipN_HGE1owV_fDd8WW3rUVZSiJ-lzBbWe4k9ZLnF=w92-h92-k-no,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/MJD%27s+Golf+Social/data=!4m7!3m6!1s0x882b89fc86cc36f3:0x63f510b13300b904!8m2!3d43.4002086!4d-80.3349414!16s%2Fg%2F11s226gksz!19sChIJ8zbMhvyJK4gRBLkAM7EQ9WM?authuser=0&hl=en&rclk=1,Updated,MJD's Golf Social,895 Langs Dr Unit 6,,,ont,can,,,,,0,,,,,,,"""No walking and the weather is always perfect indoors!""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.6,39,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/MJD%27s+Golf+Social/data=!4m7!3m6!1s0x882b89fc86cc36f3:0x63f510b13300b904!8m2!3d43.4002086!4d-80.3349414!16s%2Fg%2F11s226gksz!19sChIJ8zbMhvyJK4gRBLkAM7EQ9WM?authuser=0&hl=en&rclk=1,Indoor golf course,MJD's Golf Social,895 Langs Dr Unit 6,,4.6,-40,·,,·,895 Langs Dr Unit 6,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noeWV7stj15vO_nZKqNihOicpseGpGTJe-zlbPWfcveTpJUQer_6x6IrF-7Bg4zAC1-qOz2Cfd6VMn7fghUNIseTCCHgLjpUYhZwaLXXWOSfiKTxkajYziKaLj0laH-C1tWc20=w80-h106-k-no,"""Great prices, great location and quality simulators.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Moho+Golf/data=!4m7!3m6!1s0x882b39cd6285139d:0xde27bfdbea88997d!8m2!3d43.650585!4d-79.6057061!16s%2Fg%2F11tx_5kmr3!19sChIJnROFYs05K4gRfZmI6tu_J94?authuser=0&hl=en&rclk=1,Updated,Moho Golf,5027 Spectrum Way Unit C4,,,ont,can,,,,,0,,,,,,,Onsite services,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,76,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Mulligans+Golf+Bar/data=!4m7!3m6!1s0x4cce0455afb3d0c3:0x8a1e4170f148ecd1!8m2!3d45.4209066!4d-75.7003458!16s%2Fg%2F11bxgyftz6!19sChIJw9Czr1UEzkwR0exI8XBBHoo?authuser=0&hl=en&rclk=1,Indoor golf course,Mulligans Golf Bar,201 Queen St,,4.5,-647,Indoor golf course,·,,,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipOIlEcg3x_3fEN0MMzDSLp09lXWdIicl_p-bltg=w121-h92-k-no,,Dine-in,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Mulligans+Indoor+Golf/data=!4m7!3m6!1s0x89d51f9d4d89e0ad:0x28ba5168d11358da!8m2!3d43.887881!4d-78.9449082!16s%2Fg%2F11v3f44730!19sChIJreCJTZ0f1YkR2lgT0WhRuig?authuser=0&hl=en&rclk=1,Indoor golf course,Mulligans Indoor Golf,701 Brock St N Unit 4a & 4b,,4.9,-70,Indoor golf course,·,,·,701 Brock St N Unit 4a & 4b,Open,https://lh3.googleusercontent.com/p/AF1QipN94kHGoYN46bD_YBU7jNqwKrA1CBUmIGsvjioZ=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Incredible simulators, atmosphere, and service.""",⋅ Closes 11 p.m.,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Mulligans+Indoor+Golf/data=!4m7!3m6!1s0x89d51f9d4d89e0ad:0x28ba5168d11358da!8m2!3d43.887881!4d-78.9449082!16s%2Fg%2F11v3f44730!19sChIJreCJTZ0f1YkR2lgT0WhRuig?authuser=0&hl=en&rclk=1,Indoor golf course,Mulligans Indoor Golf,701 Brock St N Unit 4a & 4b,,4.9,-70,Indoor golf course,·,,·,701 Brock St N Unit 4a & 4b,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipN94kHGoYN46bD_YBU7jNqwKrA1CBUmIGsvjioZ=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Incredible simulators, atmosphere, and service.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Nepean+Putting+Edge/data=!4m7!3m6!1s0x40552392bb16b6a1:0x4825bdbac8ef5e44!8m2!3d45.3389926!4d-75.7248544!16s%2Fg%2F11bbtmfkr6!19sChIJobYWu5IjVUARRF7vyLq9JUg?authuser=0&hl=en&rclk=1,Indoor golf course,Nepean Putting Edge,5 Roydon Pl #1,,4.3,"-1,223",Indoor golf course,·,,,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipOJRphtEjWGY7aH_aki4N3PiN-hkzTMj2pW5rs=w147-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/New+Hamburg+On+Par+Golf/data=!4m7!3m6!1s0x882c0751f6a7a191:0xfc4e173a87dcb62c!8m2!3d43.378925!4d-80.7123891!16s%2Fg%2F11vl318tf_!19sChIJkaGn9lEHLIgRLLbchzoXTvw?authuser=0&hl=en&rclk=1,Indoor golf course,New Hamburg On Par Golf,182 Union St,,4.9,-14,·,,182 Union St,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipPATyV69r8PdzR19xxjp0iwg6h4VH3GOScoCPue=w122-h92-k-no,"""Spacious booths, good tech, decent course selection.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x882b473a55fdc1a9:0xffc085906b249628!8m2!3d43.619176!4d-79.572495!16s%2Fg%2F11ny0dlhjp!19sChIJqcH9VTpHK4gRKJYka5CFwP8?authuser=0&hl=en&rclk=1,Updated,Next Golf,1864 Dundas St E,info@nextgolf.ca,,ont,can,,,,,0,,,,,,,Onsite services,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,187,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x89d4d17ba246fd7b:0xea38286143a54ab7!8m2!3d43.761734!4d-79.278923!16s%2Fg%2F11jsn_3w71!19sChIJe_1GonvR1IkRt0qlQ2EoOOo?authuser=0&hl=en&rclk=1,Updated,Next Golf,1333 Kennedy Rd,Many more locations not done,,ont,can,,,,,0,,,,,,,Onsite services,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,101,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x883b2d2120ecfc1b:0x446b0921befc9e27!8m2!3d42.274968!4d-83.0091713!16s%2Fg%2F11w298x7_y!19sChIJG_zsICEtO4gRJ578viEJa0Q?authuser=0&hl=en&rclk=1,Indoor golf course,Next Golf,3015 Howard Ave,,4.9,-85,·,,·,3015 Howard Ave,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipN9VrPCUdoAHEUQiSF7CCYN6PKXYHcVeii5p41C=w92-h92-k-no,"""Always clean, and there are no technical issues with the simulators.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x883ad59e8104a307:0xc4eb906f5758aef!8m2!3d42.3129457!4d-82.8671496!16s%2Fg%2F11lnf9w2wx!19sChIJB6MEgZ7VOogR74p19Qa5Tgw?authuser=0&hl=en&rclk=1,Indoor golf course,Next Golf,13490 Tecumseh Rd E,,4.7,-35,·,,·,13490 Tecumseh Rd E,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOTDrijfGwQoaYtxNlvP_Wlm77b69dxF-v5xgZa=w122-h92-k-no,Onsite services,,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf/data=!4m7!3m6!1s0x882abd09cc369ff9:0xc6484cc5cb2aa9ed!8m2!3d44.3292289!4d-79.6865962!16s%2Fg%2F11wqf8t0c9!19sChIJ-Z82zAm9KogR7akqy8VMSMY?authuser=0&hl=en&rclk=1,Indoor golf course,Next Golf,21 Commerce Park Dr,,4.9,-74,Indoor golf course,·,,21 Commerce Park Dr,,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqHiLjeYWU4MlSwSximCeN6yRdIZBIZlit3-aVN3oRffjS3Rvd7Ck1VKmZIHGR_F1N3g90efdwPCUvwK-EtTbog1KB3UsTiqchHvJlCR9A8Z55Gl4HDWSLn-C7utouaGjT4-WID=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Clean, quiet and welcoming,  the best indoor golf in barrie""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf+Guelph/data=!4m7!3m6!1s0x882b91d3e9a90395:0x1e8256a217428d73!8m2!3d43.5390381!4d-80.2777301!16s%2Fg%2F11wbspv14w!19sChIJlQOp6dORK4gRc41CF6JWgh4?authuser=0&hl=en&rclk=1,Updated,Next Golf Guelph,105 Silvercreek Pkwy N,,,ont,can,,,,,0,,,,,,,Onsite services,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,55,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Next+Golf+Guelph/data=!4m7!3m6!1s0x882b91d3e9a90395:0x1e8256a217428d73!8m2!3d43.5390381!4d-80.2777301!16s%2Fg%2F11wbspv14w!19sChIJlQOp6dORK4gRc41CF6JWgh4?authuser=0&hl=en&rclk=1,Indoor golf course,Next Golf Guelph,105 Silvercreek Pkwy N,,4.8,-59,·,,·,105 Silvercreek Pkwy N,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipOwSnQsUZY26KWzPrKCj6CBYauB5PbYtMZKFQTZ=w122-h92-k-no,"""Best indoor golf simulators in Guelph, very clean and well maintained 100%""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf+Kingston/data=!4m7!3m6!1s0x4cd2ad36ca5600ab:0x4752ac5fb43f0593!8m2!3d44.2376939!4d-76.5651091!16s%2Fg%2F11x179r_3z!19sChIJqwBWyjat0kwRkwU_tF-sUkc?authuser=0&hl=en&rclk=1,Indoor golf course,Next Golf Kingston,1638 Bath Rd,,4.8,-12,Indoor golf course,·,,,,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipO2qgQD1NQ2Hda71lySXpA9h-FId7ZQvyBZkfgC=w138-h92-k-no,,Onsite services not available,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Next+Golf+Whitby/data=!4m7!3m6!1s0x89d51d06ac8247b7:0x9a5744b218b3c6d2!8m2!3d43.8878527!4d-78.9108781!16s%2Fg%2F11sj5gsckl!19sChIJt0eCrAYd1YkR0sazGLJEV5o?authuser=0&hl=en&rclk=1,Indoor golf course,Next Golf Whitby,1624 Dundas St E Unit 3,,4.8,-173,Indoor golf course,·,,·,1624 Dundas St E Unit 3,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipORH5hcLMiVYCE1j4Q09C9lkAxAND-MHaZ4z1wb=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Great spot with tons of course options, lots of space and a good price.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Nexus+Golf/data=!4m7!3m6!1s0x882b2b7af4f0a983:0x5c31b121a51391c4!8m2!3d43.8729778!4d-79.3905523!16s%2Fg%2F11vt8cmlkb!19sChIJg6nw9HorK4gRxJETpSGxMVw?authuser=0&hl=en&rclk=1,Updated,Nexus Golf,9688 Leslie St Unit 1-3,,,ont,can,,,,,0,,,,,,,"""Clean, Easy to use equipment.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,20,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Niagara+Golf+Vacations+%26+Lounge/data=!4m7!3m6!1s0x89d343b25179363b:0x1d784d7d74db0e90!8m2!3d43.0889663!4d-79.1011428!16s%2Fg%2F11ppw_y826!19sChIJOzZ5UbJD04kRkA7bdH1NeB0?authuser=0&hl=en&rclk=1,Arcade type lounge,Niagara Golf Vacations & Lounge,6400 Lundy's Ln,,,ont,can,,,,,0,,,,,,,"""Great management, super accommodating, cheap beers.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.8,21,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Niagara+Indoor+Golf/data=!4m7!3m6!1s0x89d34f742df7da77:0xb0a2331487ce79db!8m2!3d43.0616953!4d-79.2450133!16s%2Fg%2F11y3j594cf!19sChIJd9r3LXRP04kR23nOhxQzorA?authuser=0&hl=en&rclk=1,Indoor golf course,Niagara Indoor Golf,2255 RR 20 Unit 6,,,ont,can,,,,,0,,,,,,,"""And the price to play is great as well!""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,5,4,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Norm%E2%80%99s+Golf+%26+Social/data=!4m7!3m6!1s0x4cd2ad00307dc511:0x7f84b357bf9bc0b6!8m2!3d44.243122!4d-76.5636688!16s%2Fg%2F11wflb_317!19sChIJEcV9MACt0kwRtsCbv1ezhH8?authuser=0&hl=en&rclk=1,Indoor golf course,Norm’s Golf & Social,616 Gardiners Rd #3b,,4.9,-43,Indoor golf course,·,,,,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noC9ZFYTecFPl_GmI43yP_TYLT_6aVpSmwmjQWlRmPmjXpmmrUjZMrMW3ZLDly6OWnlFhBnn4923_X5WbdJ0v5Acstkb6ziZiMH37dtz34hk0tzNBbyWbZutUcfbPLDMJ-sU4c=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Amazing facility, huge bays and the TrackMan sims are top shelf!""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/North+Country+Indoor+Golf/data=!4m7!3m6!1s0x4ccccb713f9e1717:0x5c49f9ad467a50a7!8m2!3d44.1392192!4d-75.3475714!16s%2Fg%2F11w99kjjv_!19sChIJFxeeP3HLzEwRp1B6Rq35SVw?authuser=0&hl=en&rclk=1,Indoor golf course,North Country Indoor Golf,7815 State Rte 3,,5,-3,Indoor golf course,·,,,,Open,⋅ Closes 8 p.m.,https://lh3.googleusercontent.com/p/AF1QipNnRT0SOvcya-Mq31aXfBWJteMWkpFIOC1qtt-I=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Nice environment and two good golf simulators.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/North+Swing+Golf+Lounge/data=!4m7!3m6!1s0x882abde40758ccc1:0xcdafc9d48e08d932!8m2!3d44.380829!4d-79.7136821!16s%2Fg%2F11f9gkhhh7!19sChIJwcxYB-S9KogRMtkIjtTJr80?authuser=0&hl=en&rclk=1,Indoor golf course,North Swing Golf Lounge,34 Cedar Pointe Dr Unit 500,,4.8,-197,Indoor golf course,·,,·,34 Cedar Pointe Dr Unit 500,Open,⋅ Closes 11 p.m.,https://lh3.googleusercontent.com/p/AF1QipNMw8G6QNMhqNiRGstlzfls-Hfju-VkX6QGIksd=w137-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Novi+Putting+Edge/data=!4m7!3m6!1s0x8824af17cfeff099:0x928dd057ba12892a!8m2!3d42.4933494!4d-83.4854212!16s%2Fg%2F1tdb09jv!19sChIJmfDvzxevJIgRKokSulfQjZI?authuser=0&hl=en&rclk=1,Indoor golf course,Novi Putting Edge,44225 W 12 Mile Rd,,4.1,-614,·,,·,44225 W 12 Mile Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr8sfY-2jWFWYIiWkNL3DqLTWBtlotpWrZpCpRi-DrGs6UQZhN4OiY8P37da55PyhweOPeZWzrfRtb-3hEb_G9LTyRsPIPQGuSPy16I0Mc9B8eV3VctV-guRixcovrTBIAVU1BE=w80-h106-k-no,"""The holes were interesting, fun, and somewhat challenging at the same time.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Oasis+Golf+Center/data=!4m7!3m6!1s0x8824ad70cab13e8d:0xfeb0dc08f8cd9476!8m2!3d42.3966384!4d-83.4342619!16s%2Fg%2F1tdd5wtf!19sChIJjT6xynCtJIgRdpTN-AjcsP4?authuser=0&hl=en&rclk=1,Indoor golf course,Oasis Golf Center,39500 Five Mile Rd,,3.9,-231,·,,·,39500 Five Mile Rd,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/p/AF1QipMGmmk_cUZR5ai1zRLQjuY6W1skoF28Xj3XvNcC=w163-h92-k-no,"""On the upside the dome simulator is surprisingly nice and is fairly priced.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Obraleigh+Golf/data=!4m7!3m6!1s0x882b29175a31d1c7:0x38d938c7fd624f2d!8m2!3d43.8433776!4d-79.5342625!16s%2Fg%2F11p0z9bl8d!19sChIJx9ExWhcpK4gRLU9i_cc42Tg?authuser=0&hl=en&rclk=1,Indoor golf course,Obraleigh Golf,9661 Jane St,also has Richmond Hill,,ont,can,,,,,0,,,,,,,"""Equipment is pretty accurate, and I love that there are comfy benches here.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.7,44,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Obraleigh+Golf/data=!4m7!3m6!1s0x882b2ba1c35bf537:0x60525f26a215812d!8m2!3d43.8614313!4d-79.4334671!16s%2Fg%2F11y5bjc56_!19sChIJN_Vbw6ErK4gRLYEVoiZfUmA?authuser=0&hl=en&rclk=1,Indoor golf course,Obraleigh Golf,9625 Yonge St unit 3,,5,-22,Indoor golf course,·,,9625 Yonge St unit 3,,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/p/AF1QipODgW-naq_MPj8-5bt67uTqgyxi2DI84fPrOfyR=w138-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Fantastic golf simulator machines and system is top tier.""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/On+Green+Golf/data=!4m7!3m6!1s0x882ad368dcfdf183:0xe68c5a6f43635dc!8m2!3d44.021099!4d-79.4115324!16s%2Fg%2F11w3xgzpp2!19sChIJg_H93GjTKogR3DU29KbFaA4?authuser=0&hl=en&rclk=1,Indoor golf course,On Green Golf,155 Addison Hall Cir #7,,4.8,-26,Indoor golf course,·,,155 Addison Hall Cir #7,,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM7gsprleGJ4ayR22os1uYIJdxaZrkorvO-LJUd=w80-h106-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Clean facility and a great simulator!""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/On+The+Green+Indoor+Golf/data=!4m7!3m6!1s0x883ad49746c575e3:0x569de370fdbcad81!8m2!3d42.303573!4d-82.8350213!16s%2Fg%2F1tdpgwdj!19sChIJ43XFRpfUOogRga28_XDjnVY?authuser=0&hl=en&rclk=1,Indoor golf course,On The Green Indoor Golf,354 Croft Dr,,4.4,-463,·,,·,354 Croft Dr,Open,⋅ Closes 10 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlnZFqGUsd-ck-8atghzGqre7KrQZLJslwgFBWX2Cvyvyj9o385XducRTZco-kG5hcKkHTCwVv9bvV4sHbwCPaet00YNJGCYNTvSkiNNTmnqkTzUlOLZ-rkI88w86OOMqD4667nQ=w122-h92-k-no,"""Nice course, clean, and always a fun time.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Orangeville+Golf+House/data=!4m7!3m6!1s0x882bab1cdf320881:0x7e6da8c0ae4ef3d8!8m2!3d43.9312224!4d-80.1027486!16s%2Fg%2F11vjx49qpv!19sChIJgQgy3xyrK4gR2PNOrsCobX4?authuser=0&hl=en&rclk=1,Indoor golf course,Orangeville Golf House,150 First St Unit G8B,also Guelph location,,ont,can,,,,,0,,,,,,,"""Plus, they have a pool table, which adds a fun element to the experience!""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,56,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Ottawa+Golf+Club+-+Irish+Hills+Golf+%26+Country+Club+-+Kanata+Golf/data=!4m7!3m6!1s0x4cd201f5fc252671:0xfeacdc34129cd91a!8m2!3d45.325962!4d-76.008049!16s%2Fg%2F1trpkv7b!19sChIJcSYl_PUB0kwRGtmcEjTcrP4?authuser=0&hl=en&rclk=1,Indoor golf course,Ottawa Golf Club - Irish Hills Golf & Country Club - Kanata Golf,3248 Carp Rd,,4.2,-401,Indoor golf course,·,,,,Open,⋅ Closes 6 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrYCmjmi9sX1HQw4_BtVIDiVILInvCnK7ek8huMz1_zjNjXVFSzpXL3TRG5Cu9X4pFmjB3-iXjR7Z23Jp-agzQGLhvOeIUEq4tYrAXuAcM8LdJcXZI9MfYcE2vQu-epLOjBWmzg5Q=w204-h92-k-no,,Onsite services,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Pace+of+Play+-+Indoor+Golf/data=!4m7!3m6!1s0x882b3918e28f230f:0xc06691140d361f29!8m2!3d43.6235791!4d-79.566478!16s%2Fg%2F11tfnh7yjf!19sChIJDyOP4hg5K4gRKR82DRSRZsA?authuser=0&hl=en&rclk=1,Indoor golf course,Pace of Play - Indoor Golf,2110 Dundas St E #5,,,ont,can,,,,,0,,,,,,,,,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,150,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Par+72+Golf+Lounge/data=!4m7!3m6!1s0x8825438134f56801:0x7cd9aeb9d3ca8280!8m2!3d42.584469!4d-82.3996544!16s%2Fg%2F11t8h51vz4!19sChIJAWj1NIFDJYgRgILK07mu2Xw?authuser=0&hl=en&rclk=1,Indoor golf course,Par 72 Golf Lounge,400 Arnold St,,5,-102,·,,·,400 Arnold St,Open,⋅ Closes 12 a.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npthhbeNkJWbGMR2vsWGOwPBHYQQ_sNgoXFw-oZvBcfLy9lXeYQKzWEk2pGZ3yU5Aj3ElccwnuWR7hwYRxsfoY8AniBDvf47y2Xk3y5nRb2VRDrYSi2LUfsMX0MrZhmdBBR3E7S=w122-h92-k-no,"""Top of the line Trackman simulators, great food, and amazing staff.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Par+Golf/data=!4m7!3m6!1s0x89d52d71778a2e81:0xbb7a093ebad548a3!8m2!3d44.0388129!4d-79.295863!16s%2Fg%2F11lcfy3dmv!19sChIJgS6Kd3Et1YkRo0jVuj4Jers?authuser=0&hl=en&rclk=1,Indoor golf course,Par Golf,15301 ON-48 Unit 15,,,ont,can,,,,,0,,,,,,,"""Great space with state of the art Trackman and projection system.""",,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,uploads/no_image.jpg,,1,,4.9,21,Indoor golf course,,,,,,,
https://www.google.ca/maps/place/Par+Me+Up/data=!4m7!3m6!1s0x8825217a837998b7:0x7fa4d72f92904aa3!8m2!3d42.6306817!4d-82.8721854!16s%2Fg%2F11s98kw6wn!19sChIJt5h5g3ohJYgRo0qQki_XpH8?authuser=0&hl=en&rclk=1,Indoor golf course,Par Me Up,23285 Hall Rd,,4.8,-36,·,,·,23285 Hall Rd,Open,⋅ Closes 9 p.m.,https://lh3.googleusercontent.com/p/AF1QipPS98krZdGSKhBYwfdt1Pkue4l4QuLeN6KnT7MZ=w80-h106-k-no,"""Staff is friendly, faculty is nice and clean, and prices are very fair.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Par+On+Screen+Golf/data=!4m7!3m6!1s0x89d58da1d6bddc21:0xf3db0f5b0b3d8101!8m2!3d44.3064501!4d-78.3087725!16s%2Fg%2F11gl20b3d3!19sChIJIdy91qGN1YkRAYE9C1sP2_M?authuser=0&hl=en&rclk=1,Indoor golf course,Par On Screen Golf,107 Hunter St E,,4.5,-18,Indoor golf course,·,,,,Open,⋅ Closes 11:59 p.m.,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrSjBDA3ZCD6WKiywUEu378Mn6rOB9WuwhfIzfINC_M4EmeH3_AXj7hb_F6RDR5nxne31gti9TLWYpxzWsai9dmQe81PFqMi7pRkGmNsGCHHn5XjMlHqwzqlQR7fIcknN72RpA=w122-h92-k-no,https://ssl.gstatic.com/local/servicebusiness/default_user.png,"""Excellent people and great way to practice in the winter,highly recommended""",,,,,,,,,,,,,,,,,,,,,
https://www.google.ca/maps/place/Par24+Indoor+Golf/data=!4m7!3m6!1s0x883b2be341ccdb53:0x91b724e50129bcb1!8m2!3d42.2990226!4d-82.9745905!16s%2Fg%2F11y5_nrpwm!19sChIJU9vMQeMrO4gRsbwpAeUkt5E?authuser=0&hl=en&rclk=1,Indoor golf course,Par24 Indoor Golf,2562 Central Ave Unit 1A,,5,-47,·,,·,2562 Central Ave Unit 1A,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqekNZcsJl_3G4u9bQNji2m3TxOQ_8UN0rVUHfa7SyFx89Ns_FmTBZqQ7gNQklzXOX8JxFGc8tmOwVA7NX87YfagRI1VALOr55jM2jgmBAHWCLUoTNnS9JweTw2JfjpBq3_fJmaMA=w122-h92-k-no,"""top tier facility with great simulators and a nice environment.""",https://ssl.gstatic.com/local/servicebusiness/default_user.png,,,,,,,,,,,,,,,,,,,,,,
